Classifier,Class,Fold,Accuracy,Precision,Recall,F1 Score,Balanced Accuracy,Matthews Correlation Coefficient,Cohen Kappa Score,True Positive Rate (TPR),True Negative Rate (TNR),False Positive Rate (FPR),False Negative Rate (FNR),Training Time (s),Testing Time (s)
Ridor-like,16,1.5,0.9976691647783711,0.8837209302325582,0.41798941798941797,0.5661290322580645,0.7088800300956264,0.6060198925221596,0.5651038478319554,0.4179894179888882,0.9997706422018303,0.00022935779816513657,0.5820105820098451,0.8708974123001099,0.10403847694396973
Ridor-like,17,1.5,0.9998171919541191,0.5,0.25,0.3333333333333333,0.625,0.3535453107580309,0.33332317630568586,0.2499999999875,0.9999999999999956,0.0,0.7499999999803572,0.8708974123001099,0.10403847694396973
Ridor-like,18,1.5,0.9988117231590152,0.6147058823529412,0.2985933503836317,0.3840909090909091,0.64917084428438,0.4169141591673102,0.3836040201085026,0.2985933503824783,0.9997483381851239,0.00025166181487164464,0.7014066496138771,0.8708974123001099,0.10403847694396973
Ridor-like,19,1.5,0.9998400428293076,1.0,0.9963046436280312,0.9981471399949174,0.9981523218140156,0.9980663833135817,0.9980635541009152,0.9963046436279261,0.9999999999999953,0.0,0.003695356371968531,0.8708974123001099,0.10403847694396973
Ridor-like,20,1.5,0.9999314473744345,0.9995925020374898,0.999185667752443,0.9993890020366598,0.9995807290972547,0.9993527350819049,0.9993526885852757,0.9991856677523607,0.9999757904420618,2.420955793347202e-05,0.0008143322475569369,0.8708974123001099,0.10403847694396973
Ridor-like,21,1.5,0.999268754239631,0.9954663212435233,0.9940293257624846,0.994722912170691,0.9968426727092521,0.9943444440399928,0.9943300766591849,0.9940293257624191,0.9996560196560149,0.00034398034398034233,0.005970674237515033,0.8708974123001099,0.10403847694396973
Ridor-like,22,1.5,0.9973263901624434,0.9256519677572309,0.6527777777777777,0.7647821997340339,0.8262048486298449,0.7757007322524112,0.7634783970938233,0.6527777777773293,0.9996319194819074,0.00036808051808802345,0.3472222222219835,0.8708974123001099,0.10403847694396973
Ridor-like,23,1.5,0.9996800793923789,0.9958114769916317,0.9895919958419959,0.99269089958159,0.9947492689490353,0.9925330244987578,0.9925273621720929,0.9895919958417899,0.9999065420560702,9.345794392523322e-05,0.010408004158001992,0.8708974123001099,0.10403847694396973
Ridor-like,24,1.5,0.999680075214888,0.9959893048128342,0.9853250335470405,0.9906219857728479,0.99262763305259,0.9904774592330947,0.9904592550483793,0.9853250335467711,0.999930232558135,6.97674418604648e-05,0.014674966452955678,0.8708974123001099,0.10403847694396973
Ridor-like,25,1.5,0.9995658239720636,0.9846809051614545,0.9929573110755135,0.9887982543168314,0.996327207138622,0.9885877079937847,0.98857687688038,0.9929573110752781,0.9996971032017259,0.000302896798269606,0.007042688924484758,0.8708974123001099,0.10403847694396973
Ridor-like,26,1.5,0.9982633021544908,0.7469278033794162,0.4776323797930615,0.581959706959707,0.7386214595995984,0.5961251396380913,0.5811384518054463,0.477632379792242,0.9996105394061306,0.00038946059386485183,0.5223676202060081,0.8708974123001099,0.10403847694396973
Ridor-like,27,1.5,0.9981490321129574,0.36184210526315785,0.14019933554817274,0.1879432624113475,0.5699508849713584,0.21199374943459443,0.18740744098186307,0.14019933554777836,0.9997024343945398,0.00029756560545582677,0.8598006644496302,0.8708974123001099,0.10403847694396973
Ridor-like,28,1.0,0.999954298249623,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,0.8062827587127686,0.0894308090209961
Ridor-like,29,1.5,0.9980576421890486,0.3482142857142857,0.2095635430038511,0.26011730205278594,0.6045299494334773,0.2683588092277409,0.25930979220264544,0.20956354300330196,0.9994963558630989,0.000503644136896584,0.7904364569941627,0.8708974123001099,0.10403847694396973
Ridor-like,30,1.5,0.9999542972052502,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,0.8708974123001099,0.10403847694396973
Ridor-like,31,1.5,0.9998857435353119,0.0,0.0,0.0,0.7499314473744345,0.0,0.0,0.0,0.99993144737443,6.855262556555886e-05,0.499999999975,0.8708974123001099,0.10403847694396973
Ridor-like,32,1.5,0.9993144580787536,0.6547619047619048,0.4887218045112782,0.4857142857142857,0.744223700858883,0.5254833821077736,0.48542453333584457,0.4887218045080347,0.9997255972064832,0.00027440279351222927,0.5112781954857624,0.8708974123001099,0.10403847694396973
Ridor-like,33,1.5,0.999794335857067,0.0,0.0,0.0,0.4999542919828138,-6.464385262378451e-05,-6.09458800585605e-05,0.0,0.9999085839656231,9.141603437242851e-05,0.9999999999583333,0.8708974123001099,0.10403847694396973
