Classifier,Fold,Class,Accuracy,Precision,Recall,F1 Score,Matthews Correlation Coefficient,Cohen Kappa,True Positive Rate (TPR),True Negative Rate (TNR),False Positive Rate (FPR),False Negative Rate (FNR),Training Time (s),Testing Time (s)
RUSBoost,1,25,0.9801197385859879,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999954,0.0,0.9999999999997702,2.5508108139038086,0.8598966598510742
RUSBoost,1,26,0.9975778072300169,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999954,0.0,0.9999999999981132,2.5508108139038086,0.8598966598510742
RUSBoost,1,27,0.9981262282345413,0.2,0.05714285714285714,0.08888888888888889,0.10615867448382926,0.08824070451092292,0.057142857142693876,0.9996338002380254,0.0003661997619701531,0.9428571428544489,2.5508108139038086,0.8598966598510742
RUSBoost,1,28,0.999954298249623,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,2.5508108139038086,0.8598966598510742
RUSBoost,1,29,0.9981262282345413,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999954,0.0,0.999999999997561,2.5508108139038086,0.8598966598510742
RUSBoost,1,30,0.999954298249623,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,2.5508108139038086,0.8598966598510742
RUSBoost,1,31,1.0,0.0,0.0,0.0,0.0,,0.0,0.9999999999999956,0.0,0.0,2.5508108139038086,0.8598966598510742
RUSBoost,1,32,0.9991316667428363,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.999999999994737,2.5508108139038086,0.8598966598510742
RUSBoost,1,33,0.9998628947488689,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999666667,2.5508108139038086,0.8598966598510742
RUSBoost,2,0,0.253290676416819,6.12032560132199e-05,1.0,0.00012239902080783354,0.003937019850847463,3.099977011145061e-05,0.9999999999,0.2532565473741933,0.7467434526258022,0.0,2.801668882369995,0.9504556655883789
RUSBoost,2,1,0.9774223034734918,0.8125,0.025793650793650792,0.05,0.1423629693242991,0.04865144234831542,0.025793650793645675,0.9998596556886181,0.00014034431137724485,0.9742063492061559,2.801668882369995,0.9504556655883789
RUSBoost,2,2,0.9999542961608775,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,2.801668882369995,0.9504556655883789
RUSBoost,2,3,0.9999542961608775,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,2.801668882369995,0.9504556655883789
RUSBoost,2,4,0.9922303473491774,0.037037037037037035,0.006896551724137931,0.011627906976744186,0.013174252507849244,0.00956722486573136,0.006896551724133175,0.9988037727168116,0.0011962272831837996,0.9931034482751773,2.801668882369995,0.9504556655883789
RUSBoost,2,5,0.9994972577696527,0.0,0.0,0.0,-0.0001445645718568495,-8.310479514683777e-05,0.0,0.9999542752629127,4.572473708276157e-05,0.99999999999,2.801668882369995,0.9504556655883789
RUSBoost,2,6,0.9961608775137112,0.9806451612903225,0.9946460440214159,0.9875959834613113,0.9853597570630062,0.9853251116314172,0.9946460440213862,0.9964359002052005,0.0035640997947942355,0.005353955978584016,2.801668882369995,0.9504556655883789
RUSBoost,2,7,0.9895338208409507,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999954,0.0,0.9999999999995633,2.801668882369995,0.9504556655883789
RUSBoost,2,8,0.9141681901279708,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999951,0.0,0.9999999999999467,2.801668882369995,0.9504556655883789
RUSBoost,2,9,0.9996800731261426,1.0,0.9963824289405685,0.9981879368366554,0.9980144568670635,0.9980124856801903,0.996382428940517,0.9999999999999951,0.0,0.0036175710594313374,2.801668882369995,0.9504556655883789
RUSBoost,2,10,0.9103290676416819,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999951,0.0,0.999999999999949,2.801668882369995,0.9504556655883789
RUSBoost,2,11,0.9994972577696527,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.999999999990909,2.801668882369995,0.9504556655883789
RUSBoost,2,12,0.9204753199268738,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999951,0.0,0.9999999999999425,2.801668882369995,0.9504556655883789
RUSBoost,2,13,0.9056215722120659,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999995,0.0,0.9999999999999516,2.801668882369995,0.9504556655883789
RUSBoost,2,14,0.8835009140767824,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999949,0.0,0.9999999999999607,2.801668882369995,0.9504556655883789
RUSBoost,2,15,0.9936928702010969,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999954,0.0,0.9999999999992755,2.801668882369995,0.9504556655883789
RUSBoost,2,16,0.9965722120658135,0.75,0.03896103896103896,0.07407407407407407,0.1704545154264032,0.07375213358740718,0.03896103896098836,0.9999541347520938,4.58652479016647e-05,0.9610389610377129,2.801668882369995,0.9504556655883789
RUSBoost,2,17,0.999908592321755,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.99999999995,2.801668882369995,0.9504556655883789
RUSBoost,2,18,0.9984460694698355,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999970588,2.801668882369995,0.9504556655883789
RUSBoost,2,19,0.9563985374771481,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999953,0.0,0.9999999999998951,2.801668882369995,0.9504556655883789
RUSBoost,2,20,0.9451096892138939,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999952,0.0,0.9999999999999167,2.801668882369995,0.9504556655883789
RUSBoost,2,21,0.9311700182815357,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999952,0.0,0.9999999999999336,2.801668882369995,0.9504556655883789
RUSBoost,2,22,0.9910877513711152,0.32653061224489793,0.3333333333333333,0.32989690721649484,0.3254289579275694,0.3254114316721751,0.3333333333331019,0.9954453441295501,0.004554655870445324,0.6666666666662038,2.801668882369995,0.9504556655883789
RUSBoost,2,23,0.9780621572212066,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999954,0.0,0.9999999999997917,2.801668882369995,0.9504556655883789
RUSBoost,2,24,0.9826325411334552,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999954,0.0,0.9999999999997369,2.801668882369995,0.9504556655883789
RUSBoost,2,25,0.9813071297989031,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999954,0.0,0.9999999999997555,2.801668882369995,0.9504556655883789
RUSBoost,2,26,0.9971206581352834,0.4,0.03225806451612903,0.05970149253731343,0.11296071543435654,0.05930364284056955,0.032258064516077004,0.9998624988541526,0.00013750114584288142,0.96774193548231,2.801668882369995,0.9504556655883789
RUSBoost,2,27,0.9978976234003656,0.0,0.0,0.0,-0.0005196422860653043,-0.00025640465026599557,0.0,0.9998626184915466,0.00013738150844896216,0.9999999999976744,2.801668882369995,0.9504556655883789
RUSBoost,2,28,1.0,0.0,0.0,0.0,0.0,,0.0,0.9999999999999956,0.0,0.0,2.801668882369995,0.9504556655883789
RUSBoost,2,29,0.9982632541133455,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999954,0.0,0.9999999999973683,2.801668882369995,0.9504556655883789
RUSBoost,2,30,0.9999542961608775,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,2.801668882369995,0.9504556655883789
RUSBoost,2,31,0.999908592321755,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.99999999995,2.801668882369995,0.9504556655883789
RUSBoost,2,32,0.9993601462522852,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999928572,2.801668882369995,0.9504556655883789
RUSBoost,2,33,0.999908592321755,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.99999999995,2.801668882369995,0.9504556655883789
