Classifier,Class,Fold,Accuracy,Precision,Recall,F1 Score,Matthews Correlation Coefficient,Cohen Kappa,True Positive Rate (TPR),True Negative Rate (TNR),False Positive Rate (FPR),False Negative Rate (FNR),Training Time (s),Testing Time (s)
RUSBoost,0,1.5,0.25323918675280876,6.119763828686941e-05,1.0,0.00012238778673017266,0.003936438922383219,3.099062323741464e-05,0.9999999999,0.25320505613682187,0.7467949438631736,0.0,2.676239848136902,0.9051761627197266
RUSBoost,1,1.5,0.9786796175289858,0.8163219424460432,0.12085137085137085,0.19591454272863568,0.27856239225453316,0.19189689425514983,0.12085137085134784,0.9993444300079372,0.0006555699920582166,0.8791486291484583,2.676239848136902,0.9051761627197266
RUSBoost,2,1.5,0.9999542972052502,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,2.676239848136902,0.9051761627197266
RUSBoost,3,1.5,0.9998857445796847,0.0,0.0,0.0,-3.958249484386928e-05,-3.427866267502466e-05,0.0,0.9999771459914024,2.2854008593107127e-05,0.9999999999333333,2.676239848136902,0.9051761627197266
RUSBoost,4,1.5,0.993098858149704,0.018518518518518517,0.0034482758620689655,0.005813953488372093,0.006587126253924622,0.00478361243286568,0.0034482758620665876,0.9994018863584035,0.0005981136415918998,0.9965517241372099,2.676239848136902,0.9051761627197266
RUSBoost,5,1.5,0.9995658218833182,0.0,0.0,0.0,-7.228228592842475e-05,-4.155239757341889e-05,0.0,0.9999771376314541,2.2862368541380785e-05,0.99999999998875,2.676239848136902,0.9051761627197266
RUSBoost,6,1.5,0.9959096056139463,0.9808749062265566,0.9929177356670956,0.986858619926419,0.9844629103806732,0.9844365537909209,0.9929177356670662,0.9964589113496207,0.0035410886503739435,0.007082264332904213,2.676239848136902,0.9051761627197266
RUSBoost,7,1.5,0.9894198056263617,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999954,0.0,0.999999999999568,2.676239848136902,0.9051761627197266
RUSBoost,8,1.5,0.9127076954478801,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999951,0.0,0.9999999999999476,2.676239848136902,0.9051761627197266
RUSBoost,9,1.5,0.9997029313119401,1.0,0.9966064284164016,0.998300317624677,0.9981392973847778,0.9981375584881728,0.9966064284163494,0.9999999999999951,0.0,0.003393571583598311,2.676239848136902,0.9051761627197266
RUSBoost,10,1.5,0.9096227395701211,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999951,0.0,0.9999999999999494,2.676239848136902,0.9051761627197266
RUSBoost,11,1.5,0.9996343745088838,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999854545,2.676239848136902,0.9051761627197266
RUSBoost,12,1.5,0.9229678825309613,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999951,0.0,0.9999999999999406,2.676239848136902,0.9051761627197266
RUSBoost,13,1.5,0.9052124130883463,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999995,0.0,0.9999999999999518,2.676239848136902,0.9051761627197266
RUSBoost,14,1.5,0.8850345848204852,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999949,0.0,0.9999999999999603,2.676239848136902,0.9051761627197266
RUSBoost,15,1.5,0.993304549446328,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999954,0.0,0.9999999999993152,2.676239848136902,0.9051761627197266
RUSBoost,16,1.5,0.9959096150133007,0.43951612903225806,0.04417187750521084,0.07275132275132275,0.1240939894388078,0.07163696880339421,0.044171877505155055,0.9993578013209987,0.0006421986789967011,0.9558281224935783,2.676239848136902,0.9051761627197266
RUSBoost,17,1.5,0.9997943400345579,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999678572,2.676239848136902,0.9051761627197266
RUSBoost,18,1.5,0.9986974646055817,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999963556,2.676239848136902,0.9051761627197266
RUSBoost,19,1.5,0.9565823408102344,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999953,0.0,0.9999999999998946,2.676239848136902,0.9051761627197266
RUSBoost,20,1.5,0.9444939698754448,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999952,0.0,0.9999999999999176,2.676239848136902,0.9051761627197266
RUSBoost,21,1.5,0.9306003192271441,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999952,0.0,0.999999999999934,2.676239848136902,0.9051761627197266
RUSBoost,22,1.5,0.9922990514087877,0.4535878867676103,0.227891156462585,0.2660720491138654,0.2950329449538269,0.2628937383926178,0.22789115646242766,0.9974236014841158,0.0025763985158796954,0.772108843536885,2.676239848136902,0.9051761627197266
RUSBoost,23,1.5,0.9780398076449253,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999954,0.0,0.9999999999997919,2.676239848136902,0.9051761627197266
RUSBoost,24,1.5,0.9832499116251802,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999954,0.0,0.9999999999997269,2.676239848136902,0.9051761627197266
RUSBoost,25,1.5,0.9807134341924455,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999954,0.0,0.9999999999997629,2.676239848136902,0.9051761627197266
RUSBoost,26,1.5,0.9973492326826501,0.2,0.016129032258064516,0.029850746268656716,0.05648035771717827,0.029651821420284774,0.016129032258038502,0.999931249427074,6.875057292144071e-05,0.9838709677402115,2.676239848136902,0.9051761627197266
RUSBoost,27,1.5,0.9980119258174535,0.1,0.02857142857142857,0.044444444444444446,0.052819516098881976,0.04399214993032846,0.028571428571346938,0.999748209364786,0.00025179063520955764,0.9714285714260616,2.676239848136902,0.9051761627197266
RUSBoost,28,1.5,0.9999771491248115,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.49999999995,2.676239848136902,0.9051761627197266
RUSBoost,29,1.5,0.9981947411739434,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999954,0.0,0.9999999999974647,2.676239848136902,0.9051761627197266
RUSBoost,30,1.5,0.9999542972052502,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,2.676239848136902,0.9051761627197266
RUSBoost,31,1.5,0.9999542961608775,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.499999999975,2.676239848136902,0.9051761627197266
RUSBoost,32,1.5,0.9992459064975607,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999937971,2.676239848136902,0.9051761627197266
RUSBoost,33,1.5,0.9998857435353119,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999583333,2.676239848136902,0.9051761627197266
