Classifier,Fold,Class,Accuracy,Precision,Recall,F1 Score,Balanced Accuracy,Matthews Correlation Coefficient,Cohen Kappa Score,True Positive Rate (TPR),True Negative Rate (TNR),False Positive Rate (FPR),False Negative Rate (FNR),Training Time (s),Testing Time (s)
RidgeClassifier,1,0,0.999954298249623,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,0.03236103057861328,0.006203889846801758
RidgeClassifier,1,1,0.9844157031214296,0.6449612403100775,0.7878787878787878,0.7092924126172208,0.8885771497582484,0.705078463903458,0.7013674804614058,0.7878787878786386,0.9892755116377044,0.010724488362290964,0.21212121212117194,0.03236103057861328,0.006203889846801758
RidgeClassifier,1,2,0.999954298249623,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,0.03236103057861328,0.006203889846801758
RidgeClassifier,1,3,0.9998628947488689,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999666667,0.03236103057861328,0.006203889846801758
RidgeClassifier,1,4,0.9885745624057402,0.3108974358974359,0.7348484848484849,0.4369369369369369,0.8624814864354613,0.47351106905534895,0.43212230384615236,0.7348484848479282,0.9901144880224333,0.009885511977562142,0.2651515151513143,0.03236103057861328,0.006203889846801758
RidgeClassifier,1,5,0.9996343859969837,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999875,0.03236103057861328,0.006203889846801758
RidgeClassifier,1,6,0.9992687719939674,0.9959028387474392,0.9994126284875183,0.9976546467311639,0.9993274443585026,0.9972236787263032,0.9972215135056304,0.999412628487489,0.9992422602294816,0.0007577397705130941,0.0005873715124816274,0.03236103057861328,0.006203889846801758
RidgeClassifier,1,7,0.9984918422375577,0.91701244813278,0.9444444444444444,0.9305263157894736,0.9717602644451631,0.9298673346944166,0.9297641295761655,0.9444444444440409,0.9990760844458771,0.0009239155541183494,0.055555555555531815,0.03236103057861328,0.006203889846801758
RidgeClassifier,1,8,0.9978977194826562,0.9783047426841575,0.9984552008238929,0.9882772680937818,0.998149311631165,0.9871846154326847,0.9871227234548294,0.9984552008238414,0.9978434224384323,0.0021565775615627557,0.0015447991761070264,0.03236103057861328,0.006203889846801758
RidgeClassifier,1,9,0.999954298249623,1.0,0.9994717379820391,0.9997357992073976,0.9997358689910196,0.9997108266366538,0.9997107848260386,0.9994717379819863,0.9999999999999951,0.0,0.0005282620179608807,0.03236103057861328,0.006203889846801758
RidgeClassifier,1,10,0.944472373291897,0.6232572877059569,0.9869543401906673,0.7640318508448243,0.9635847726697504,0.7593271919580024,0.7343728363801281,0.9869543401906178,0.9402152051488288,0.05978479485116624,0.013045659809332009,0.03236103057861328,0.006203889846801758
RidgeClassifier,1,11,0.9997714912481148,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.9999999999999956,0.0,0.99999999998,0.03236103057861328,0.006203889846801758
RidgeClassifier,1,12,0.9479000045701751,0.6715583508036338,0.5892090741876149,0.6276943174395819,0.7829995988222025,0.6012967227023011,0.5998129362748008,0.5892090741875788,0.9767901234567854,0.023209876543209763,0.4107909258123598,0.03236103057861328,0.006203889846801758
RidgeClassifier,1,13,0.9420044787715369,0.6215651135005974,0.9990398463754201,0.7663413735960228,0.9675217415532016,0.7622922686982834,0.7352699632978787,0.9990398463753721,0.9360036367309783,0.06399636326901675,0.0009601536245798867,0.03236103057861328,0.006203889846801758
RidgeClassifier,1,14,0.9412732507655043,0.6591332092528582,0.9987912973408541,0.794169469806183,0.9663527083126766,0.7839787580803448,0.7615852153399121,0.9987912973408138,0.9339141192844945,0.06608588071550046,0.0012087026591458014,0.03236103057861328,0.006203889846801758
RidgeClassifier,1,15,0.9928705269411818,0.0,0.0,0.0,0.49997698609960417,-0.000571021292417743,-9.082582945940665e-05,0.0,0.9999539721992038,4.602780079167797e-05,0.999999999999355,0.03236103057861328,0.006203889846801758
RidgeClassifier,1,16,0.9962981582194598,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.9999999999999954,0.0,0.9999999999987654,0.03236103057861328,0.006203889846801758
RidgeClassifier,1,17,0.9998171929984918,1.0,0.42857142857142855,0.6,0.7142857142857143,0.6545938221298289,0.599923206319023,0.4285714285653061,0.9999999999999956,0.0,0.5714285714204081,0.03236103057861328,0.006203889846801758
RidgeClassifier,1,18,0.9989488597413281,0.5,0.08695652173913043,0.14814814814814814,0.5434325110296897,0.20820453460979835,0.14788275711433918,0.08695652173875237,0.9999085003202444,9.149967975112046e-05,0.9130434782568999,0.03236103057861328,0.006203889846801758
RidgeClassifier,1,19,0.9564919336410584,0.3125,0.005285412262156448,0.010395010395010396,0.5023799881946082,0.035813941275007276,0.008969777703771609,0.00528541226215589,0.9994745641270553,0.0005254358729400501,0.9947145877377384,0.03236103057861328,0.006203889846801758
RidgeClassifier,1,20,0.9438782505369956,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.9999999999999952,0.0,0.9999999999999185,0.03236103057861328,0.006203889846801758
RidgeClassifier,1,21,0.9450664960467986,0.9556786703601108,0.22534291312867408,0.36469344608879495,0.6122783361712166,0.44969807823785185,0.3472649042140079,0.22534291312865934,0.9992137592137544,0.0007862407862407824,0.7746570868712753,0.03236103057861328,0.006203889846801758
