Classifier,Fold,Class,Accuracy,Precision,Recall,F1 Score,Balanced Accuracy,Matthews Correlation Coefficient,Cohen Kappa Score,True Positive Rate (TPR),True Negative Rate (TNR),False Positive Rate (FPR),False Negative Rate (FNR),Training Time (s),Testing Time (s)
RidgeClassifier,1,0.0,0.9456066945606695,0.0,0.0,0.0,0.4977973568281938,-0.01490353239434173,-0.0077846253649043184,0.0,0.9955947136559491,0.004405286343610394,0.9999999999916667,0.0,0.0
RidgeClassifier,1,1.0,0.899581589958159,0.5,0.4583333333333333,0.4782608695652174,0.7035852713178294,0.4233114290905013,0.42282149325820084,0.4583333333314236,0.9488372093018843,0.051162790697650624,0.5416666666644098,0.0,0.0
RidgeClassifier,1,2.0,0.8158995815899581,0.5106382978723404,0.5333333333333333,0.5217391304347826,0.7073883161512027,0.4079640172344203,0.40781619551751325,0.5333333333321482,0.8814432989686178,0.11855670103086673,0.4666666666656296,0.0,0.0
RidgeClassifier,1,3.0,0.8117154811715481,0.4,0.045454545454545456,0.08163265306122448,0.515034965034965,0.08142975557094319,0.045781208410966334,0.04545454545444215,0.9846153846148797,0.015384615384607496,0.9545454545432851,0.0,0.0
RidgeClassifier,1,4.0,0.7740585774058577,0.6829268292682927,0.9824561403508771,0.8057553956834532,0.7832280701754386,0.6097069777961838,0.5557314974182443,0.9824561403500154,0.5839999999995328,0.4159999999996672,0.01754385964910742,0.0,0.0
RidgeClassifier,2,0.0,0.9581589958158996,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.9999999999995633,0.0,0.99999999999,0.0,0.0
RidgeClassifier,2,1.0,0.9121338912133892,0.6666666666666666,0.32,0.43243243243243246,0.6506542056074767,0.42226452260154324,0.39111973795948074,0.31999999999872003,0.9813084112144947,0.018691588785037995,0.67999999999728,0.0,0.0
RidgeClassifier,2,2.0,0.8200836820083682,0.4745762711864407,0.7,0.5656565656565656,0.772110552763819,0.47116134808268506,0.4574204107491685,0.69999999999825,0.844221105527214,0.15577889447228355,0.29999999999925,0.0,0.0
RidgeClassifier,2,3.0,0.7949790794979079,0.18181818181818182,0.047619047619047616,0.07547169811320754,0.5009668842156152,0.0035123554361145702,0.0027250276760623082,0.047619047618934235,0.9543147208116983,0.045685279187794074,0.9523809523786848,0.0,0.0
RidgeClassifier,2,4.0,0.8451882845188284,0.7707006369426752,0.9918032786885246,0.8673835125448028,0.8420554854981084,0.7203484881408375,0.6883304550100448,0.9918032786877117,0.6923076923071005,0.3076923076920447,0.008196721311468692,0.0,0.0
