Classifier,Class,Fold,Accuracy,Precision,Recall,F1 Score,Matthews Correlation Coefficient,Cohen Kappa,True Positive Rate (TPR),True Negative Rate (TNR),False Positive Rate (FPR),False Negative Rate (FNR),Training Time (s),Testing Time (s)
RotationForest,0,1.5,0.9999542972052502,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,4.738129258155823,0.1722266674041748
RotationForest,1,1.5,0.9925504413226705,0.7864565192151398,0.9386273448773449,0.8557973799235785,0.8555357803422595,0.8520043178489622,0.9386273448771629,0.9938448397075517,0.006155160292443698,0.06137265512264316,4.738129258155823,0.1722266674041748
RotationForest,2,1.5,0.9999542972052502,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,4.738129258155823,0.1722266674041748
RotationForest,3,1.5,0.9999085954548732,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999333333,4.738129258155823,0.1722266674041748
RotationForest,4,1.5,0.9997486320179445,0.9738562091503268,0.9886363636363636,0.980830054771272,0.9809144634359801,0.9807036097500592,0.9886363636356488,0.9998159650333518,0.00018403496664366146,0.011363636363627756,4.738129258155823,0.1722266674041748
RotationForest,5,1.5,0.999725781142756,0.675,0.675,0.675,0.6748628320601462,0.6748628320601462,0.6749999999923125,0.9998628320601417,0.00013716793985381443,0.32499999999643747,4.738129258155823,0.1722266674041748
RotationForest,6,1.5,0.9997029292231947,0.9991131684910836,0.998960831125449,0.9990368572470245,0.9988613361454296,0.9988612365213905,0.9989608311254193,0.9998378113279476,0.00016218867204705113,0.0010391688745510763,4.738129258155823,0.1722266674041748
RotationForest,7,1.5,0.9996115288555588,0.9791055786076532,0.9848094651588102,0.9818131231161604,0.9816905764526158,0.9816168230490608,0.9848094651583847,0.9997690253787771,0.00023097462121835868,0.015190534841183271,4.738129258155823,0.1722266674041748
RotationForest,8,1.5,0.9996343755532564,0.9973754487347868,0.998420104214993,0.9978975029972086,0.9976974401970164,0.9976972760845033,0.9984201042149408,0.9997497090653993,0.0002502909345957914,0.0015798957850068646,4.738129258155823,0.1722266674041748
RotationForest,9,1.5,0.999862890571378,0.9997358689910196,0.9987022772597534,0.9992185384167827,0.9991437122641095,0.9991433906145886,0.9987022772597012,0.9999749849909897,2.501500900540312e-05,0.0012977227402465367,4.738129258155823,0.1722266674041748
RotationForest,10,1.5,0.9991087960245659,0.9941900511617987,0.9959621672796684,0.995074531401753,0.9945855565398201,0.9945846046769884,0.9959621672796181,0.9994222541301023,0.0005777458698927845,0.004037832720331354,4.738129258155823,0.1722266674041748
RotationForest,11,1.5,0.9996572243396995,0.6666666666666666,0.24545454545454548,0.3571428571428571,0.4031414531564156,0.35702251251557243,0.24545454545013223,0.9999542731720656,4.5726827929946297e-05,0.7545454545353223,4.738129258155823,0.1722266674041748
RotationForest,12,1.5,0.9997714849818784,0.9991176892358793,0.9979308935354517,0.9985239383751328,0.9984002902763545,0.9984000831928592,0.9979308935353925,0.9999256562090012,7.434379099390649e-05,0.002069106464548106,4.738129258155823,0.1722266674041748
RotationForest,13,1.5,0.9994972682133799,0.9983080965613716,0.9963826851521425,0.9973444615701044,0.9970673808254409,0.9970668140554707,0.9963826851520945,0.9998233011350498,0.00017669886494523187,0.0036173148478573225,4.738129258155823,0.1722266674041748
RotationForest,14,1.5,0.9991544956861975,0.9962682038834951,0.9964003674633113,0.9963299466068452,0.9958549133763833,0.9958521441225358,0.9964003674632718,0.9995088333765916,0.0004911666234033473,0.003599632536688494,4.738129258155823,0.1722266674041748
RotationForest,15,1.5,0.9996343786863746,0.9662438625204582,0.9798503973819542,0.9729857437564107,0.9728327802347689,0.9728016943373596,0.9798503973812829,0.9997699456760127,0.00023005432398268995,0.020149602618032243,4.738129258155823,0.1722266674041748
RotationForest,16,1.5,0.996389478170396,0.49857448325017817,0.41053391053391053,0.45014492753623186,0.45055563048493197,0.4483518173663548,0.4105339105333916,0.9985092752996239,0.001490724700371586,0.5894660894653417,4.738129258155823,0.1722266674041748
RotationForest,17,1.5,0.9997943400345579,0.25,0.25,0.25,0.24997714599140688,0.2499771459914069,0.2499999999875,0.9999771459914024,2.2854008593107127e-05,0.7499999999803572,4.738129258155823,0.1722266674041748
RotationForest,18,1.5,0.999702928178822,0.9375,0.8465473145780051,0.8893587033121917,0.8905439642955777,0.8892102335053229,0.8465473145749036,0.999908450059503,9.154994049253827e-05,0.1534526854214518,4.738129258155823,0.1722266674041748
RotationForest,19,1.5,0.999314455990008,0.992623781780308,0.9915876624959556,0.9921043546260362,0.9917467740747132,0.9917460270040198,0.9915876624958512,0.9996655598134939,0.0003344401865013599,0.008412337504043507,4.738129258155823,0.1722266674041748
RotationForest,20,1.5,0.9995429710081296,0.9942462073601664,0.9975295424279984,0.9958849857226441,0.9956446526222111,0.995643034344832,0.9975295424279162,0.9996613097010911,0.0003386902989040857,0.002470457572001413,4.738129258155823,0.1722266674041748
RotationForest,21,1.5,0.9990402381771368,0.9941152132538359,0.992053558030018,0.9930649720460614,0.9925606127379847,0.9925494216215287,0.9920535580299525,0.9995578553289313,0.0004421446710638797,0.007946441969981509,4.738129258155823,0.1722266674041748
RotationForest,22,1.5,0.9957496421770176,0.7142809542849526,0.6014739229024944,0.6530080893307157,0.6533378091598416,0.6508858160661525,0.6014739229020809,0.9983896940384547,0.0016103059615407405,0.39852607709723187,4.738129258155823,0.1722266674041748
RotationForest,23,1.5,0.9995201211773138,0.9875518672199171,0.9906358281358282,0.9890911760070639,0.9888472373385166,0.988845841100497,0.990635828135622,0.9997196261682197,0.00028037383177569963,0.009364171864169915,4.738129258155823,0.1722266674041748
