Classifier,Fold,Class,Accuracy,Precision,Recall,F1 Score,Balanced Accuracy,Matthews Correlation Coefficient,Cohen Kappa Score,True Positive Rate (TPR),True Negative Rate (TNR),False Positive Rate (FPR),False Negative Rate (FNR),Training Time (s),Testing Time (s)
Ridor-like,1,33,0.9998628947488689,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999666667,0.7995953559875488,0.09998297691345215
Ridor-like,2,0,0.9999542961608775,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,0.7824375629425049,0.08688521385192871
Ridor-like,2,1,0.9948811700182816,0.8462897526501767,0.9503968253968254,0.8953271028037383,0.9731634201834426,0.8942911857848365,0.8927125662052989,0.9503968253966368,0.9959300149700553,0.004069985029940101,0.04960317460316476,0.7824375629425049,0.08688521385192871
Ridor-like,2,2,0.9999542961608775,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,0.7824375629425049,0.08688521385192871
Ridor-like,2,3,0.9999542961608775,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,0.7824375629425049,0.08688521385192871
Ridor-like,2,4,0.9996800731261426,0.9859154929577465,0.9655172413793104,0.975609756097561,0.9827126119479943,0.9755027555997339,0.9754487543240392,0.9655172413786446,0.9999079825166737,9.201748332183073e-05,0.034482758620665875,0.7824375629425049,0.08688521385192871
Ridor-like,2,5,0.9995886654478976,0.5454545454545454,0.6,0.5714285714285714,0.7998856881572931,0.571872643928901,0.5712232722205286,0.599999999994,0.9997713763145817,0.00022862368541380783,0.399999999996,0.7824375629425049,0.08688521385192871
Ridor-like,2,6,0.9842321755027422,0.9069328297814945,1.0,0.951195360022634,0.9906847391726968,0.94341729794242,0.9418192085124774,0.9999999999999702,0.9813694783453885,0.01863052165460623,0.0,0.7824375629425049,0.08688521385192871
Ridor-like,2,7,0.9996800731261426,1.0,0.9694323144104804,0.9844789356984479,0.9847161572052402,0.98443841243147,0.9843173458182933,0.9694323144100571,0.9999999999999954,0.0,0.030567685589506306,0.7824375629425049,0.08688521385192871
Ridor-like,2,8,0.9998171846435101,0.9994669509594882,0.9984025559105432,0.9989344698987747,0.9991762804550216,0.9988346545328756,0.9988344849275677,0.99840255591049,0.9999500049994952,4.999500049994976e-05,0.001597444089456784,0.7824375629425049,0.08688521385192871
Ridor-like,2,9,0.9998171846435101,1.0,0.9979328165374677,0.9989653388515262,0.9989664082687338,0.9988657165641907,0.9988650732651487,0.9979328165374161,0.9999999999999951,0.0,0.002067183462532193,0.7824375629425049,0.08688521385192871
Ridor-like,2,10,0.993418647166362,0.9994505494505495,0.9271151885830785,0.9619249074563723,0.9635324913695591,0.9591386332611538,0.95832848378912,0.9271151885830312,0.9999497941560348,5.020584396023672e-05,0.07288481141691779,0.7824375629425049,0.08688521385192871
Ridor-like,2,11,0.9994058500914077,0.0,0.0,0.0,0.49995427317207003,-0.00021443371472706305,-0.00015471384970244806,0.0,0.9999085463441356,9.145365585989259e-05,0.999999999990909,0.7824375629425049,0.08688521385192871
Ridor-like,2,12,0.9997714808043876,1.0,0.9971264367816092,0.9985611510791367,0.9985632183908046,0.9984382552043606,0.9984370356824468,0.9971264367815519,0.9999999999999951,0.0,0.0028735632183906393,0.7824375629425049,0.08688521385192871
Ridor-like,2,13,0.9997714808043876,1.0,0.9975786924939467,0.9987878787878788,0.9987893462469734,0.9986626221524147,0.998661727863462,0.9975786924938984,0.999999999999995,0.0,0.0024213075060531514,0.7824375629425049,0.08688521385192871
Ridor-like,2,14,0.9989945155393053,0.9992097984986171,0.9921537857983523,0.9956692913385827,0.9960251625179233,0.9951085254246912,0.9951005300274627,0.9921537857983134,0.9998965392374891,0.00010346076250581915,0.007846214201647397,0.7824375629425049,0.08688521385192871
Ridor-like,2,15,0.9998171846435101,0.9926470588235294,0.9782608695652174,0.9854014598540146,0.989107437818208,0.9853360623548097,0.9853094811588053,0.9782608695645086,0.9999540060711941,4.599392880139801e-05,0.021739130434766857,0.7824375629425049,0.08688521385192871
Ridor-like,2,16,0.9979890310786106,1.0,0.42857142857142855,0.6,0.7142857142857143,0.6539941000717662,0.5991536058771263,0.428571428570872,0.9999999999999954,0.0,0.5714285714278293,0.7824375629425049,0.08688521385192871
Ridor-like,2,17,0.9999542961608775,1.0,0.5,0.6666666666666666,0.75,0.7070906215160618,0.6666463526113717,0.499999999975,0.9999999999999956,0.0,0.499999999975,0.7824375629425049,0.08688521385192871
Ridor-like,2,18,0.9986288848263254,0.7,0.20588235294117646,0.3181818181818182,0.6028725140152188,0.379166867505405,0.3176998877385556,0.20588235294057092,0.9998626750892567,0.0001373249107388074,0.7941176470564878,0.7824375629425049,0.08688521385192871
Ridor-like,2,19,0.9999542961608775,1.0,0.9989517819706499,0.9994756161510225,0.999475890985325,0.9994518732295138,0.9994517230080581,0.9989517819705451,0.9999999999999953,0.0,0.001048218029349995,0.7824375629425049,0.08688521385192871
Ridor-like,2,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999167,0.9999999999999952,0.0,0.0,0.7824375629425049,0.08688521385192871
Ridor-like,2,21,0.9992230347349177,1.0,0.9887118193891102,0.9943238731218698,0.9943559096945551,0.9939253137009456,0.9939068631366399,0.9887118193890445,0.9999999999999952,0.0,0.011288180610889025,0.7824375629425049,0.08688521385192871
Ridor-like,2,22,0.9974862888482633,0.968421052631579,0.6388888888888888,0.7698744769874477,0.8193754345070134,0.7855285570400982,0.7686641189090266,0.6388888888884453,0.9998619801251335,0.0001380198748619795,0.36111111111086036,0.7824375629425049,0.08688521385192871
Ridor-like,2,23,0.9996343692870201,0.9957983193277311,0.9875,0.9916317991631799,0.9937032710280373,0.9914539746521801,0.9914449040875216,0.9874999999997943,0.9999065420560702,9.345794392523322e-05,0.012499999999997397,0.7824375629425049,0.08688521385192871
Ridor-like,2,24,0.9994515539305302,0.9919786096256684,0.9763157894736842,0.9840848806366048,0.9880881272949816,0.983838119744411,0.9838058677824598,0.9763157894734273,0.9998604651162745,0.0001395348837209296,0.02368421052630956,0.7824375629425049,0.08688521385192871
Ridor-like,2,25,0.9995886654478976,0.9830917874396136,0.9951100244498777,0.9890643985419199,0.9973920016525388,0.9888737529673243,0.9888547969990584,0.9951100244496345,0.9996739788551955,0.00032602114479996126,0.004889975550121054,0.7824375629425049,0.08688521385192871
Ridor-like,2,26,0.9986288848263254,0.8809523809523809,0.5967741935483871,0.7115384615384616,0.7982725124859912,0.7244617583003914,0.7108767429322489,0.5967741935474246,0.9997708314235907,0.00022916857640480233,0.4032258064509625,0.7824375629425049,0.08688521385192871
Ridor-like,2,27,0.9979433272394881,0.25,0.023255813953488372,0.0425531914893617,0.5115592162225197,0.07573125345595742,0.04223280571508603,0.023255813953434287,0.9998626184915466,0.00013738150844896216,0.9767441860442401,0.7824375629425049,0.08688521385192871
Ridor-like,2,29,0.9985374771480804,0.625,0.39473684210526316,0.4838709677419355,0.697162395963354,0.4960222073405455,0.48317605791829554,0.3947368421042244,0.9995879498214404,0.0004120501785550755,0.605263157893144,0.7824375629425049,0.08688521385192871
Ridor-like,2,30,0.9999542961608775,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,0.7824375629425049,0.08688521385192871
Ridor-like,2,31,0.999908592321755,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.9999999999999956,0.0,0.99999999995,0.7824375629425049,0.08688521385192871
Ridor-like,2,32,0.9993144424131627,0.47619047619047616,0.7142857142857143,0.5714285714285714,0.8568913250839529,0.5828944023472882,0.5710992509265407,0.7142857142806123,0.999496935882187,0.0005030641178084675,0.2857142857122449,0.7824375629425049,0.08688521385192871
Ridor-like,2,33,0.9997257769652651,0.0,0.0,0.0,0.4999085839656276,-0.00012928770524756901,-0.000121891760117121,0.0,0.9998171679312506,0.00018283206874485702,0.99999999995,0.7824375629425049,0.08688521385192871
