Classifier,Class,Fold,Accuracy,Precision,Recall,F1 Score,Balanced Accuracy,Matthews Correlation Coefficient,Cohen Kappa Score,True Positive Rate (TPR),True Negative Rate (TNR),False Positive Rate (FPR),False Negative Rate (FNR),Training Time (s),Testing Time (s)
RidgeClassifier,0,1.5,0.9975549145799194,0.007352941176470588,0.5,0.014492753623188406,0.7487888278961243,0.06039815899076228,0.014404450552292392,0.49999999995,0.9975776557922442,0.00242234420775123,0.49999999995,0.17434167861938477,0.009147167205810547
RidgeClassifier,1,1.5,0.9832727823434504,0.8105676483141271,0.38113275613275616,0.5172479075155754,0.6894662710446117,0.5484125122344449,0.5098725434556479,0.3811327561326823,0.9977997859564626,0.002200214043532837,0.6188672438671237,0.17434167861938477,0.009147167205810547
RidgeClassifier,2,1.5,0.9970750535115696,0.0,0.0,0.0,0.4985603123561506,-0.0003513975157494776,-8.95475724841388e-05,0.0,0.9971206247122968,0.0028793752876987507,0.9999999999,0.17434167861938477,0.009147167205810547
RidgeClassifier,3,1.5,0.9970978469462584,0.0,0.0,0.0,0.49859452391004366,-0.00045126357851667053,-0.00017177929662537395,0.0,0.9971890478200829,0.0028109521799126597,0.9999999999333333,0.17434167861938477,0.009147167205810547
RidgeClassifier,4,1.5,0.9985832217177391,0.9405200655200656,0.824294670846395,0.8782368409323884,0.911986371463798,0.8796323621269931,0.8775282408016256,0.8242946708458003,0.9996780720811965,0.00032192791879893793,0.17570532915347614,0.17434167861938477,0.009147167205810547
RidgeClassifier,5,1.5,0.998697475049309,0.15151515151515152,0.45,0.2225609756097561,0.7244627798068874,0.25743476714027075,0.22208817228295247,0.449999999994875,0.9989255596137705,0.0010744403862250778,0.5499999999938749,0.17434167861938477,0.009147167205810547
RidgeClassifier,6,1.5,0.9995429689193842,0.9985202094488907,0.998518424369803,0.9985192951013067,0.9991240856475156,0.9982490901516716,0.9982490748981718,0.9985184243697733,0.9997297469252229,0.0002702530747717384,0.0014815756301970017,0.17434167861938477,0.009147167205810547
RidgeClassifier,7,1.5,0.9996343776420019,0.995564865077492,0.9697588922479752,0.9824924338198675,0.9848563503687903,0.9823942251256415,0.9823077255703533,0.9697588922475563,0.9999538084896007,4.61915103946888e-05,0.03024110775201172,0.17434167861938477,0.009147167205810547
RidgeClassifier,8,1.5,0.9974406361834043,0.9873386782600906,0.9832238209458756,0.9852763938050981,0.9910112201282103,0.9838777887389483,0.9838748735011702,0.9832238209458241,0.99879861931054,0.0012013806894549967,0.016776179054123576,0.17434167861938477,0.009147167205810547
RidgeClassifier,9,1.5,0.9998857414465665,1.0,0.9987022772597534,0.999350569029462,0.9993511386298768,0.9992882716004222,0.9992879290455936,0.9987022772597012,0.9999999999999951,0.0,0.0012977227402465367,0.17434167861938477,0.009147167205810547
RidgeClassifier,10,1.5,0.9471675086956561,0.6355997226298742,0.9744432987423362,0.7693000925585949,0.9594504513773339,0.7625955424895305,0.7409619349983889,0.9744432987422869,0.9444576040123268,0.05554239598766823,0.025556701257662507,0.17434167861938477,0.009147167205810547
RidgeClassifier,11,1.5,0.9988802684739717,0.03333333333333333,0.09090909090909091,0.04878048780487805,0.5450544613160115,0.05454907829363698,0.048314939697881865,0.09090909090826446,0.9991998317229276,0.0008001682770678851,0.9090909090771901,0.17434167861938477,0.009147167205810547
RidgeClassifier,12,1.5,0.9534288145525736,0.714220936954909,0.6593037555409911,0.6856528777679292,0.8186459562581192,0.6611703020519023,0.660546890955825,0.6593037555409518,0.9779881569752427,0.02201184302475255,0.3406962444589888,0.17434167861938477,0.009147167205810547
RidgeClassifier,13,1.5,0.9421173629304664,0.6349454260881118,0.915396516711439,0.7492550863425221,0.9301435012335904,0.7335013987101098,0.7177407400288182,0.9153965167113949,0.9448904857557372,0.05510951424425785,0.08460348328855694,0.17434167861938477,0.009147167205810547
RidgeClassifier,14,1.5,0.945682244627684,0.6795376345598192,0.9982081263638803,0.8085957693868789,0.968534031846993,0.7978297010676138,0.778269677918179,0.9982081263638407,0.938859937330101,0.06114006266989391,0.0017918736361195741,0.17434167861938477,0.009147167205810547
RidgeClassifier,15,1.5,0.9987431694890769,0.8988848089215287,0.9146330060776064,0.9051377495921509,0.956959880730641,0.905327317072516,0.9045061797441876,0.9146330060769823,0.9992867553836711,0.0007132446163244687,0.08536699392233282,0.17434167861938477,0.009147167205810547
RidgeClassifier,16,1.5,0.9960238589455161,0.24242424242424243,0.056196889530222865,0.09043307516090324,0.5278117632967334,0.11440878275716446,0.08929517709892432,0.05619688953015265,0.9994266370632394,0.0005733629367560284,0.9438031104685807,0.17434167861938477,0.009147167205810547
RidgeClassifier,17,1.5,0.9995658177058273,0.5333333333333333,0.4642857142857143,0.3588235294117647,0.7319828790827054,0.41849427148064583,0.3587139559425177,0.4642857142701531,0.999680043879692,0.0003199561203034998,0.5357142856977041,0.17434167861938477,0.009147167205810547
RidgeClassifier,18,1.5,0.9973720668478752,0.22148419606046726,0.36381074168797956,0.2752688172043011,0.681024359731566,0.2825782359319142,0.27404031323681827,0.36381074168654254,0.998237977775148,0.0017620222248475002,0.6361892583098129,0.17434167861938477,0.009147167205810547
RidgeClassifier,19,1.5,0.9565366369711119,0.25,0.0005285412262156448,0.0010548523206751054,0.5002284351679926,0.009715459224613273,0.000872584382469066,0.0005285412262155889,0.9999283291097649,7.167089023038626e-05,0.999471458773679,0.17434167861938477,0.009147167205810547
RidgeClassifier,20,1.5,0.9407691383181438,0.40089205118674665,0.1173560577911458,0.1761484170195604,0.5532720781602426,0.1893012852859594,0.15538672052362662,0.11735605779113611,0.9891880985293348,0.010811901470660525,0.8826439422087815,0.17434167861938477,0.009147167205810547
RidgeClassifier,21,1.5,0.9395352035904365,0.988479262672811,0.1303247710225937,0.23015720417586286,0.5651009604498718,0.3472836639900788,0.21751038988783755,0.13032477102258513,0.999877149877145,0.00012285012285012225,0.8696752289773491,0.17434167861938477,0.009147167205810547
RidgeClassifier,22,1.5,0.9938529829833251,0.5881578947368421,0.27147108843537415,0.3705486678976523,0.6350799117096151,0.39639612914659594,0.36787347632565953,0.2714710884351876,0.9986887349838514,0.0013112650161440985,0.7285289115641251,0.17434167861938477,0.009147167205810547
RidgeClassifier,23,1.5,0.9839354650345264,0.5790490979977532,0.9833506583506584,0.7288873288873289,0.9836496282407498,0.748160947510396,0.7211799398094683,0.9833506583504537,0.9839485981308367,0.016051401869158807,0.016649341649338185,0.17434167861938477,0.009147167205810547
RidgeClassifier,24,1.5,0.9837526507224092,0.6857142857142857,0.048274191143581335,0.08951676270298585,0.5239743956158651,0.17621446179569605,0.08761264174842998,0.048274191143568373,0.9996746000881446,0.00032539991185087094,0.9517258088561584,0.17434167861938477,0.009147167205810547
RidgeClassifier,25,1.5,0.9913621550823313,0.6917770419426048,0.9964786555377568,0.816355099220508,0.9938706521381222,0.8264371889413877,0.8120839653152049,0.9964786555375205,0.991262648738483,0.00873735126151233,0.003521344462242379,0.17434167861938477,0.009147167205810547
