Classifier,Fold,Training Time (s),Testing Time (s),Total Time (s)
RidgeClassifier,1,0.18034720420837402,0.00905466079711914,0.18940186500549316
RidgeClassifier,2,0.1683361530303955,0.009239673614501953,0.17757582664489746
