Classifier,Class,Fold,Accuracy,Precision,Recall,F1 Score,Matthews Correlation Coefficient,Cohen Kappa,True Positive Rate (TPR),True Negative Rate (TNR),False Positive Rate (FPR),False Negative Rate (FNR),Training Time (s),Testing Time (s)
RNN,0,1.5,0.9999542972052502,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,14.265851140022278,1.1555986404418945
RNN,1,1.5,0.9871118024812124,0.6514729042850711,0.9759650072150072,0.7811885150934255,0.7917599996729483,0.7748234719422866,0.9759650072148179,0.9873859528022775,0.012614047197718026,0.024034992784988163,14.265851140022278,1.1555986404418945
RNN,2,1.5,0.9999542972052502,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,14.265851140022278,1.1555986404418945
RNN,3,1.5,0.9999085954548732,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999333333,14.265851140022278,1.1555986404418945
RNN,4,1.5,0.9987888691507085,0.8562740076824584,0.9776123301985371,0.912101780476158,0.9139446438453701,0.9114958656955578,0.9776123301978303,0.9989190166923432,0.001080983307652395,0.022387669801446183,14.265851140022278,1.1555986404418945
RNN,5,1.5,0.9995886738028794,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.99999999998875,14.265851140022278,1.1555986404418945
RNN,6,1.5,0.9997486320179445,0.9998510131108462,0.998518424369803,0.9991842233051427,0.9990359939579919,0.9990356479796554,0.9985184243697733,0.9999729992439735,2.7000756021168448e-05,0.0014815756301970017,14.265851140022278,1.1555986404418945
RNN,7,1.5,0.9995201190885684,0.9846199719138949,0.9697588922479752,0.9771228828009548,0.9769143939934964,0.9768804139172795,0.9697588922475563,0.9998383361145808,0.00016166388541456782,0.03024110775201172,14.265851140022278,1.1555986404418945
RNN,8,1.5,0.9996800773036334,0.9989418411468934,0.9973639156409135,0.9981521790473554,0.9979774725192797,0.9979770537609727,0.9973639156408611,0.9998999310159712,0.00010006898402391017,0.0026360843590864276,14.265851140022278,1.1555986404418945
RNN,9,1.5,0.9998171877766282,0.9994720168954594,0.9984438793269369,0.9989570775762797,0.9988574132904586,0.9988568897477216,0.9984438793268846,0.9999499699819843,5.003001801080624e-05,0.0015561206730630608,14.265851140022278,1.1555986404418945
RNN,10,1.5,0.9542286087610172,0.6758653034083707,0.9486555390349403,0.7893175603418625,0.7783174550110583,0.7644569476313341,0.9486555390348923,0.9547820617023717,0.04521793829762341,0.05134446096505707,14.265851140022278,1.1555986404418945
RNN,11,1.5,0.9996343745088838,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999854545,14.265851140022278,1.1555986404418945
RNN,12,1.5,0.9661342833978073,0.8805839318457293,0.6619503935953543,0.7506400836352453,0.7443472054973006,0.7329429260504513,0.6619503935953149,0.991650275233852,0.00834972476614313,0.3380496064046256,14.265851140022278,1.1555986404418945
RNN,13,1.5,0.9515094674058375,0.6990082980404304,0.889956049142197,0.7772459472270953,0.7612920889776339,0.7507415189239677,0.889956049142154,0.9579114664979735,0.042088533502021484,0.11004395085779778,14.265851140022278,1.1555986404418945
RNN,14,1.5,0.9502525241026603,0.7030109985314571,0.9823833207568404,0.8194887679910459,0.8065022274343683,0.7915583578243321,0.9823833207568013,0.9460908574347044,0.05390914256529048,0.017616679243158916,14.265851140022278,1.1555986404418945
RNN,15,1.5,0.999520124310432,0.945905867182463,0.98630201028518,0.9655801971326166,0.9656042806353866,0.9653387357000571,0.9863020102845046,0.9996088483732419,0.00039115162675356285,0.013697989714810597,14.265851140022278,1.1555986404418945
RNN,16,1.5,0.9957496567982356,0.390625,0.1305916305916306,0.16028250934773577,0.19319173247509838,0.15881409859555629,0.1305916305914681,0.9988761562565833,0.0011238437434121253,0.8694083694072652,14.265851140022278,1.1555986404418945
RNN,17,1.5,0.9997943400345579,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999678572,14.265851140022278,1.1555986404418945
RNN,18,1.5,0.9984689558536965,0.041666666666666664,0.021739130434782608,0.02857142857142857,0.029740622935661893,0.028231386297617955,0.021739130434688093,0.99974837588068,0.0002516241193155813,0.9782608695616675,14.265851140022278,1.1555986404418945
RNN,19,1.5,0.9632093045338226,0.6228686311716588,0.38205995895772116,0.45985986455339045,0.46335636722888784,0.4428034227421687,0.38205995895768097,0.9895599232031688,0.010440076796826582,0.6179400410422138,14.265851140022278,1.1555986404418945
RNN,20,1.5,0.9513038022185317,0.6220313441832429,0.31259170560906085,0.3616888565800161,0.38492138465650727,0.34484353819628966,0.3125917056090349,0.9889966745533888,0.011003325446606468,0.6874082943908827,14.265851140022278,1.1555986404418945
RNN,21,1.5,0.9500011508987412,0.9122670807453417,0.310276854697474,0.46256669783816495,0.5152858716270263,0.44295059502742207,0.31027685469745353,0.9977168979397262,0.0022831020602690267,0.6897231453024806,14.265851140022278,1.1555986404418945
RNN,22,1.5,0.9939672331817768,0.6584138486312399,0.25205498866213155,0.3395187999220729,0.38675775637076687,0.3372937487135938,0.25205498866195747,0.9989418328084234,0.0010581671915720387,0.7479450113373552,14.265851140022278,1.1555986404418945
RNN,23,1.5,0.9834327269816701,0.5702443577125403,0.997920997920998,0.7257303069660048,0.7478994470856335,0.7178435617862651,0.9979209979207903,0.9831074766355095,0.016892523364485906,0.0020790020790016467,14.265851140022278,1.1555986404418945
