Classifier,Fold,Class,Accuracy,Precision,Recall,F1 Score,Matthews Correlation Coefficient,Cohen Kappa,True Positive Rate (TPR),True Negative Rate (TNR),False Positive Rate (FPR),False Negative Rate (FNR),Training Time (s),Testing Time (s)
RNN,1,0,0.999954298249623,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,15.024167776107788,1.078960657119751
RNN,1,1,0.9875234221470682,0.666232073011734,0.9678030303030303,0.7891891891891892,0.7975113924689756,0.7829860724480902,0.967803030302847,0.9880110523111462,0.011988947688849286,0.0321969696969636,15.024167776107788,1.078960657119751
RNN,1,2,0.999954298249623,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,15.024167776107788,1.078960657119751
RNN,1,3,0.9998628947488689,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999666667,15.024167776107788,1.078960657119751
RNN,1,4,0.9990859649924592,0.8943661971830986,0.9621212121212122,0.927007299270073,0.9271735147761788,0.926548018716643,0.9621212121204833,0.99931031311784,0.0006896868821554983,0.03787878787875919,15.024167776107788,1.078960657119751
RNN,1,5,0.9996343859969837,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999875,15.024167776107788,1.078960657119751
RNN,1,6,0.9998628947488689,1.0,0.9991189427312775,0.999559277214632,0.9994782335401189,0.9994780974200181,0.9991189427312481,0.9999999999999947,0.0,0.0008810572687224411,15.024167776107788,1.078960657119751
RNN,1,7,0.9995886842466066,0.9912663755458515,0.9700854700854701,0.980561555075594,0.9804121218142781,0.9803537225809431,0.9700854700850555,0.9999076084445836,9.239155541183494e-05,0.02991452991451713,15.024167776107788,1.078960657119751
RNN,1,8,0.9998171929984918,0.9994845360824742,0.9984552008238929,0.9989696032972695,0.9988694620527436,0.9988693024237757,0.9984552008238414,0.9999498470334471,5.0152966547971065e-05,0.0015447991761070264,15.024167776107788,1.078960657119751
RNN,1,9,0.9998628947488689,0.9989440337909187,0.9994717379820391,0.9992078162133615,0.9991328110612678,0.9991327693147749,0.9994717379819863,0.9998999399639735,0.00010006003602161248,0.0005282620179608807,15.024167776107788,1.078960657119751
