Classifier,Fold,Class,Accuracy,Precision,Recall,F1 Score,Matthews Correlation Coefficient,Cohen Kappa,True Positive Rate (TPR),True Negative Rate (TNR),False Positive Rate (FPR),False Negative Rate (FNR),Training Time (s),Testing Time (s)
RNN,1,0,0.999954298249623,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,14.996533155441284,1.1517388820648193
RNN,1,1,0.9859238608838718,0.633495145631068,0.9886363636363636,0.772189349112426,0.78553103583139,0.7652855671346829,0.9886363636361764,0.985856788273306,0.014143211726689394,0.011363636363634211,14.996533155441284,1.1517388820648193
RNN,1,2,0.999954298249623,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,14.996533155441284,1.1517388820648193
RNN,1,3,0.9998628947488689,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999666667,14.996533155441284,1.1517388820648193
RNN,1,4,0.9993144737443445,0.9398496240601504,0.946969696969697,0.9433962264150944,0.9430581766215812,0.9430513799866155,0.9469696969689797,0.9996321669961792,0.00036783300381626574,0.05303030303026286,14.996533155441284,1.1517388820648193
RNN,1,5,0.9996343859969837,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999875,14.996533155441284,1.1517388820648193
RNN,1,6,0.9983547369864266,0.9898226228554813,0.9997063142437592,0.994739918176505,0.993782043872077,0.9937648126227708,0.9997063142437298,0.9981056505737119,0.001894349426282735,0.0002936857562408137,14.996533155441284,1.1517388820648193
RNN,1,7,0.9996343859969837,0.9956140350877193,0.9700854700854701,0.9826839826839827,0.9825839002227559,0.9824992566723033,0.9700854700850555,0.9999538042222895,4.619577770591747e-05,0.02991452991451713,14.996533155441284,1.1517388820648193
RNN,1,8,0.9995886842466066,0.9974266598044261,0.9979402677651905,0.9976833976833976,0.9974577434860346,0.99745770369073,0.9979402677651391,0.9997492351672552,0.0002507648327398553,0.0020597322348093684,14.996533155441284,1.1517388820648193
RNN,1,9,0.9998171929984918,1.0,0.9978869519281564,0.9989423585404548,0.998842977987466,0.9988423086379458,0.9978869519281036,0.9999999999999951,0.0,0.0021130480718435226,14.996533155441284,1.1517388820648193
RNN,1,10,0.9555321968831406,0.6850507982583455,0.9473156046161565,0.7951147610023163,0.7836449081549213,0.7708942587719476,0.947315604616109,0.9563555913113388,0.04364440868865626,0.05268439538384081,14.996533155441284,1.1517388820648193
RNN,1,11,0.9997714912481148,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.99999999998,14.996533155441284,1.1517388820648193
RNN,1,12,0.9701110552534162,0.9518963922294172,0.630901287553648,0.7588495575221239,0.7615266675266393,0.7436144194083854,0.6309012875536094,0.9974320987654273,0.0025679012345678886,0.3690987124463293,14.996533155441284,1.1517388820648193
RNN,1,13,0.9462090398062246,0.6444515306122449,0.9702352376380221,0.7744778693236252,0.7654750231750906,0.745344257406504,0.9702352376379755,0.9436811799171587,0.05631882008283637,0.029764762361976487,14.996533155441284,1.1517388820648193
RNN,1,14,0.9504593025912893,0.7015570934256056,0.9802578565672845,0.8178151260504202,0.8048663530123042,0.79005420210263,0.980257856567245,0.9466467343677462,0.05335326563224881,0.019742143432714757,14.996533155441284,1.1517388820648193
RNN,1,15,0.9984461404871806,0.8306010928961749,0.9806451612903225,0.8994082840236687,0.9017784658330776,0.898630721586778,0.98064516128969,0.9985731381754535,0.0014268618245420169,0.019354838709664934,14.996533155441284,1.1517388820648193
RNN,1,16,0.9961153512179517,0.16666666666666666,0.012345679012345678,0.022988505747126436,0.0444418243487686,0.022489389937850657,0.012345679012330437,0.9997706422018303,0.00022935779816513657,0.987654320986435,14.996533155441284,1.1517388820648193
RNN,1,17,0.9996800877473607,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999857143,14.996533155441284,1.1517388820648193
RNN,1,18,0.9990859649924592,0.6666666666666666,0.2608695652173913,0.375,0.4166760009277995,0.3746302398760749,0.2608695652162571,0.9998627504803689,0.0001372495196266807,0.7391304347793951,14.996533155441284,1.1517388820648193
RNN,1,19,0.9659978977194826,0.6368563685636857,0.49682875264270615,0.5581947743467933,0.5453060978989145,0.5407936993467208,0.4968287526426536,0.9871984714592741,0.01280152854072122,0.5031712473572406,14.996533155441284,1.1517388820648193
RNN,1,20,0.9459348293039623,0.6271186440677966,0.09039087947882736,0.15800711743772242,0.22404068886354564,0.1459303295657698,0.09039087947881999,0.9968043383527769,0.0031956616472183065,0.9096091205210985,14.996533155441284,1.1517388820648193
RNN,1,21,0.9503221973401581,0.9080882352941176,0.32266492488569565,0.476144578313253,0.5246090115687991,0.45619365070313933,0.32266492488567455,0.9975429975429927,0.0024570024570024452,0.6773350751142602,14.996533155441284,1.1517388820648193
RNN,1,22,0.994195877702116,0.8125,0.17687074829931973,0.2905027932960894,0.37749860500244853,0.28879446143120635,0.1768707482991994,0.9997239348486198,0.0002760651513757234,0.8231292517001204,14.996533155441284,1.1517388820648193
RNN,1,23,0.9839129838672821,0.5778045838359469,0.9958419958419958,0.7312977099236642,0.7522359609601599,0.723607878847992,0.9958419958417888,0.9836448598130796,0.016355140186915813,0.0041580041580032935,14.996533155441284,1.1517388820648193
RNN,1,24,0.9838672821169051,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999954,0.0,0.9999999999997168,14.996533155441284,1.1517388820648193
RNN,1,25,0.9999085964992459,1.0,0.9954022988505747,0.9976958525345622,0.9976519828040576,0.9976492262192981,0.9954022988503459,0.9999999999999954,0.0,0.004597701149424231,14.996533155441284,1.1517388820648193
RNN,1,26,0.9974407019788858,0.45454545454545453,0.2830188679245283,0.3488372093023256,0.3574622932899701,0.34762451364767966,0.2830188679239943,0.9991753710830081,0.0008246289169873519,0.7169811320741188,14.996533155441284,1.1517388820648193
RNN,1,27,0.9984004387368036,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999971428,14.996533155441284,1.1517388820648193
RNN,1,28,0.999954298249623,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,14.996533155441284,1.1517388820648193
RNN,1,29,0.9981262282345413,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999954,0.0,0.999999999997561,14.996533155441284,1.1517388820648193
RNN,1,30,0.999954298249623,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,14.996533155441284,1.1517388820648193
RNN,1,31,1.0,0.0,0.0,0.0,0.0,,0.0,0.9999999999999956,0.0,0.0,14.996533155441284,1.1517388820648193
RNN,1,32,0.9991316667428363,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.999999999994737,14.996533155441284,1.1517388820648193
RNN,1,33,0.9998628947488689,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999666667,14.996533155441284,1.1517388820648193
RNN,2,0,0.9999542961608775,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,14.26507568359375,1.150404691696167
RNN,2,1,0.9871572212065813,0.6488651535380507,0.9642857142857143,0.7757382282521947,0.7854280029871011,0.7693874507476337,0.964285714285523,0.9876964820359236,0.0123035179640718,0.03571428571427863,14.26507568359375,1.150404691696167
RNN,2,2,0.9999542961608775,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,14.26507568359375,1.150404691696167
RNN,2,3,0.9999542961608775,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,14.26507568359375,1.150404691696167
RNN,2,4,0.9984460694698355,0.8135593220338984,0.993103448275862,0.8944099378881988,0.8981467928431272,0.8936350001358302,0.9931034482751773,0.9984817115251853,0.001518288474810207,0.006896551724133175,14.26507568359375,1.150404691696167
RNN,2,5,0.9995429616087751,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.99999999999,14.26507568359375,1.150404691696167
RNN,2,6,0.9996800731261426,1.0,0.9979179060083284,0.9989578680958762,0.9987696556354742,0.9987688987624201,0.9979179060082987,0.9999999999999947,0.0,0.0020820939916715623,14.26507568359375,1.150404691696167
RNN,2,7,0.9996800731261426,1.0,0.9694323144104804,0.9844789356984479,0.98443841243147,0.9843173458182933,0.9694323144100571,0.9999999999999954,0.0,0.030567685589506306,14.26507568359375,1.150404691696167
RNN,2,8,0.9995429616087751,0.9973375931842385,0.9973375931842385,0.9973375931842385,0.9970876181817389,0.9970876181817389,0.9973375931841855,0.9997500249974953,0.00024997500249974877,0.0026624068157613066,14.26507568359375,1.150404691696167
RNN,2,9,0.9997257769652651,0.9989653388515262,0.9979328165374677,0.9984488107549121,0.9982985652859184,0.9982984047025624,0.9979328165374161,0.9998997242416596,0.00010027575833542192,0.002067183462532193,14.26507568359375,1.150404691696167
RNN,2,10,0.9527879341864717,0.6613407433136506,0.9704383282364933,0.7866143358810164,0.7788481881788454,0.7611381075839161,0.9704383282364439,0.9510493021387643,0.0489506978612308,0.029561671763505118,14.26507568359375,1.150404691696167
RNN,2,11,0.9994972577696527,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.999999999990909,14.26507568359375,1.150404691696167
RNN,2,12,0.9601005484460695,0.7619335347432025,0.7247126436781609,0.7428571428571429,0.7215099884384658,0.7212441917481962,0.7247126436781193,0.9804369414101243,0.01956305858987081,0.2752873563218233,14.26507568359375,1.150404691696167
RNN,2,13,0.9487202925045704,0.6608665984305697,0.9380145278450364,0.7754203362690152,0.7620717419675936,0.7474539245705962,0.9380145278449908,0.9498359828412771,0.05016401715871789,0.061985472154960676,14.26507568359375,1.150404691696167
RNN,2,14,0.9505484460694699,0.7078492490790592,0.9799921537857984,0.8219809147745969,0.8083062224229305,0.7941302168275748,0.9799921537857599,0.9466659769282452,0.05333402307174977,0.02000784621420086,14.26507568359375,1.150404691696167
RNN,2,15,0.9992687385740402,0.9013157894736842,0.9927536231884058,0.9448275862068966,0.9455776179221246,0.944460379791498,0.9927536231876865,0.9993100910679745,0.0006899089320209701,0.007246376811588953,14.26507568359375,1.150404691696167
RNN,2,16,0.9964351005484461,0.4444444444444444,0.05194805194805195,0.09302325581395349,0.15104130552016415,0.0923547062321105,0.051948051947984485,0.9997706737604871,0.0002293262395083235,0.9480519480507168,14.26507568359375,1.150404691696167
RNN,2,17,0.999908592321755,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.99999999995,14.26507568359375,1.150404691696167
RNN,2,18,0.9984460694698355,0.5,0.08823529411764706,0.15,0.20958084714041209,0.14960356290409604,0.08823529411738754,0.9998626750892567,0.0001373249107388074,0.9117647058796712,14.26507568359375,1.150404691696167
