Classifier,Class,Fold,Accuracy,Precision,Recall,F1 Score,Matthews Correlation Coefficient,Cohen Kappa,True Positive Rate (TPR),True Negative Rate (TNR),False Positive Rate (FPR),False Negative Rate (FNR),Training Time (s),Testing Time (s)
RotationForest,0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999705,0.9999999999999991,0.0,0.0,21.284602165222168,0.7933777570724487
RotationForest,1,1.5,0.9998739557889065,0.9960298907507733,0.999708284714119,0.9978656954263223,0.9978025563241351,0.997800755656991,0.9997082847140895,0.9998790870134877,0.00012091298651128633,0.00029171528588097163,21.284602165222168,0.7933777570724487
RotationForest,2,1.5,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999705,0.9999999999999991,0.0,0.0,21.284602165222168,0.7933777570724487
RotationForest,3,1.5,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999705,0.9999999999999991,0.0,0.0,21.284602165222168,0.7933777570724487
RotationForest,4,1.5,0.99998696094368,0.9995553862675628,1.0,0.9997776379191747,0.9997709507463715,0.9997709214510719,0.9999999999999705,0.9999865671631034,1.343283689573743e-05,0.0,21.284602165222168,0.7933777570724487
RotationForest,5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999705,0.9999999999999991,0.0,0.0,21.284602165222168,0.7933777570724487
RotationForest,6,1.5,0.9999565364789332,1.0,0.9985209465313261,0.9992599031260432,0.9992378164997495,0.9992375139439782,0.9985209465312965,0.9999999999999991,0.0,0.0014790534686738447,21.284602165222168,0.7933777570724487
RotationForest,7,1.5,0.9999826145915733,0.9994090172911538,1.0,0.999704421270909,0.9996955114422951,0.9996954650688332,0.9999999999999705,0.9999820877546601,1.7912245338885764e-05,0.0,21.284602165222168,0.7933777570724487
RotationForest,8,1.5,0.9999826145915733,0.9998514998514998,0.9995559857971361,0.9997037209852506,0.9996947771186461,0.9996947655275319,0.9995559857971066,0.9999955225618101,4.477438188965797e-06,0.00044401420286390033,21.284602165222168,0.7933777570724487
RotationForest,9,1.5,0.9999695755352533,1.0,0.9989666754018169,0.9994830219864634,0.9994675161407449,0.9994673485633843,0.9989666754017874,0.9999999999999991,0.0,0.0010333245981830582,21.284602165222168,0.7933777570724487
