Classifier,Fold,Class,Accuracy,Precision,Recall,F1 Score,Matthews Correlation Coefficient,Cohen Kappa,True Positive Rate (TPR),True Negative Rate (TNR),False Positive Rate (FPR),False Negative Rate (FNR),Training Time (s),Testing Time (s)
RotationForest,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999702,0.9999999999999991,0.0,0.0,21.335750102996826,0.766932487487793
RotationForest,1,1,0.9998956875494398,0.9964189794091316,1.0,0.9982062780269059,0.9981542633794936,0.9981525600105644,0.99999999999997,0.999892569382273,0.00010743061772605182,0.0,21.335750102996826,0.766932487487793
RotationForest,1,2,1.0,1.0,1.0,1.0,1.0,1.0,0.99999999999997,0.9999999999999991,0.0,0.0,21.335750102996826,0.766932487487793
RotationForest,1,3,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999702,0.9999999999999991,0.0,0.0,21.335750102996826,0.766932487487793
RotationForest,1,4,0.9999913072957867,0.9997074312463429,1.0,0.9998536942209217,0.9998492261636284,0.9998492147972536,0.9999999999999707,0.9999910411925955,8.95880740355843e-06,0.0,21.335750102996826,0.766932487487793
RotationForest,1,5,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999707,0.9999999999999991,0.0,0.0,21.335750102996826,0.766932487487793
RotationForest,1,6,0.9999652291831466,1.0,0.9988228369629194,0.9994110718492344,0.9993933416282813,0.9993931576111251,0.99882283696289,0.9999999999999991,0.0,0.001177163037080601,21.335750102996826,0.766932487487793
RotationForest,1,7,0.9999826145915733,0.9993974088580898,1.0,0.9996986136226642,0.9996897108944818,0.9996896627548196,0.9999999999999698,0.9999820984228701,1.7901577128945044e-05,0.0,21.335750102996826,0.766932487487793
RotationForest,1,8,0.9999913072957867,1.0,0.9997057958223007,0.9998528762689421,0.9998484090975251,0.9998483976076245,0.9997057958222713,0.9999999999999991,0.0,0.0002942041776993147,21.335750102996826,0.766932487487793
RotationForest,1,9,0.9999826145915733,1.0,0.9994074074074074,0.9997036158861885,0.999694707131322,0.9996946605294563,0.9994074074073778,0.9999999999999991,0.0,0.000592592592592575,21.335750102996826,0.766932487487793
RotationForest,1,10,0.9999826145915733,1.0,0.9994086339444116,0.9997042295178941,0.9996953200146791,0.9996952735997344,0.9994086339443821,0.9999999999999991,0.0,0.0005913660555883917,21.335750102996826,0.766932487487793
RotationForest,1,11,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999702,0.9999999999999991,0.0,0.0,21.335750102996826,0.766932487487793
